event_id,event_type,effective_year,district_name,parent_district,child_district,reason_unmeasured,missing_geometry,missing_ck,missing_relationship,no_intersection,temporal_mismatch,ambiguous_lineage,other_reason
9a973c3a-bd47-4310-a819-c6b1c9a42de8,RENAME,1951,,Bhilsa,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
9cafbae0-d284-4c9b-a636-20e759a47834,RENAME,1951,Thanjavur,Tanjore,Thanjavur,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
a0981562-6ea9-46e8-9789-bd3a2cb24d54,RENAME,1951,Surendranagar,,Surendranagar,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
b2b20add-3b4d-4d3e-848e-f576c167a7d7,RENAME,1951,,Lushai Hills,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
c86c4cc0-13b5-4e77-8fa1-57a5f2aa1489,RENAME,1951,,Gohilwad,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dd2bb1a2-6916-4690-8a3c-783d0be2c696,RENAME,1951,Midnapore,,Midnapore,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dfe181f5-050f-4251-b4bf-e04b984dbc9e,RENAME,1951,,Sorath,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
eae6dfbd-611e-4097-ba85-69fbe8d6c5d4,RENAME,1951,,Halar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
fde82ee8-18d0-44de-86f9-93c9b4fdf302,RENAME,1951,Varanasi,,Varanasi,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
00f07bb3-21fa-4456-820c-128f80d764ae,SPLIT,1953,Khammam,Warangal,Khammam,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
5762e073-6c12-47f6-a6f6-773052f0ef43,SPLIT,1953,,Warangal,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
60304913-f813-4e77-8cb8-322307509d90,SPLIT,1953,Khammam,Warangal,Khammam,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
cf8cc53b-e06e-421c-98d6-53032c022ba9,SPLIT,1953,,Warangal,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
0022f420-a92f-43f6-ab84-be7419e53e73,NEW_DISTRICT,1954,,Balipara Frontier Tract,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
51bb6a04-3815-4dbc-8ecd-01abbc43b3a4,SPLIT,1954,,Balipara Frontier Tract,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
7f6156b8-b4db-4ae8-a6f7-ea5072ae9aba,SPLIT,1954,,Balipara Frontier Tract,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
f3c1b6c2-fe73-400e-b5f6-072ccf453676,NEW_DISTRICT,1954,,Balipara Frontier Tract,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
010a97d3-a255-4fd8-a610-fa81e819f64c,NEW_DISTRICT,1956,Ladakh,Jammu and Kashmir,Ladakh,UNKNOWN_REASON,false,false,false,true,false,false,false
123781cf-36c7-45c2-b716-4d55980ce69d,NEW_DISTRICT,1956,Udhampur,Jammu and Kashmir,Udhampur,UNKNOWN_REASON,false,false,false,true,false,false,false
244b866d-0dff-4263-ab1c-60e30e4d076d,SPLIT,1956,Kathua,Jammu and Kashmir,Kathua,UNKNOWN_REASON,false,false,false,true,false,false,false
26fc7e8e-10ca-47df-aa0b-97cd72c2c14d,NEW_DISTRICT,1956,West Nimar,Nimar,West Nimar,UNKNOWN_REASON,false,false,false,true,false,false,false
34a675cc-0ff9-4fba-98ae-bbf38a02f6b8,SPLIT,1956,Kanyakumari,Trivandrum,Kanyakumari,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
35fc46e6-c781-4a37-a03c-c9d7723a787f,SPLIT,1956,,Chhindwara,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
362c2e42-5254-45d5-9d6d-72c9d103385b,SPLIT,1956,,Sagar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
466bf67d-da5b-4a3a-a345-519fc2f1b766,NEW_DISTRICT,1956,,Jammu and Kashmir,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
4d102134-8e97-4d97-b6e9-da2ca78788a6,NEW_DISTRICT,1956,Damoh,Sagar,Damoh,UNKNOWN_REASON,false,false,false,true,false,false,false
4eff639d-9b0f-46b1-90a0-6253a1d77112,SPLIT,1956,East Nimar,Nimar,East Nimar,UNKNOWN_REASON,false,false,false,true,false,false,false
521119dd-cd13-41f9-a8ac-ca475edd569a,SPLIT,1956,,Trivandrum,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
53b84933-4c83-4ef4-b896-448c5e73e81e,SPLIT,1956,Anantnag,Jammu and Kashmir,Anantnag,UNKNOWN_REASON,false,false,false,true,false,false,false
5941fc41-29dd-4915-b3f9-2a0c6de882d6,NEW_DISTRICT,1956,Jammu,Jammu and Kashmir,Jammu,UNKNOWN_REASON,false,false,false,true,false,false,false
7ed9fe58-9eaa-4285-b606-9f49f94b9ebe,NEW_DISTRICT,1956,Kathua,Jammu and Kashmir,Kathua,UNKNOWN_REASON,false,false,false,true,false,false,false
833e6add-ea1c-48bc-b906-d174d897a487,SPLIT,1956,,Hoshangabad,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8f97db52-3c41-41c3-bee7-66a16e964f13,SPLIT,1956,Baramulla,Jammu and Kashmir,Baramulla,UNKNOWN_REASON,false,false,false,true,false,false,false
8fad2a26-c1d8-4525-8290-7a711490629f,NEW_DISTRICT,1956,Doda,Jammu and Kashmir,Doda,UNKNOWN_REASON,false,false,false,true,false,false,false
90ada2ae-2485-4735-9612-293c5d68084c,SPLIT,1956,Jammu,Jammu and Kashmir,Jammu,UNKNOWN_REASON,false,false,false,true,false,false,false
932b6514-3620-44e2-894d-ff8b6085c1a0,SPLIT,1956,Doda,Jammu and Kashmir,Doda,UNKNOWN_REASON,false,false,false,true,false,false,false
a268ef0a-b42c-49ba-b172-b213fe9dc5a9,SPLIT,1956,Udhampur,Jammu and Kashmir,Udhampur,UNKNOWN_REASON,false,false,false,true,false,false,false
a978a046-99bf-4476-b397-22ec3eef37fd,SPLIT,1956,Ladakh,Jammu and Kashmir,Ladakh,UNKNOWN_REASON,false,false,false,true,false,false,false
abf2ecaf-7f6e-4b5e-bd9f-db043cbd855f,SPLIT,1956,Seoni,Chhindwara,Seoni,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d9424ffd-dc8d-4e1b-b97e-700417a918eb,SPLIT,1956,,Jammu and Kashmir,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dc172576-4c93-4562-b398-486bfdd168b0,SPLIT,1956,West Nimar,Nimar,West Nimar,UNKNOWN_REASON,false,false,false,true,false,false,false
debb63ca-06be-4cb2-ba22-fe0b03f8e9fa,SPLIT,1956,Narsimhapur,Hoshangabad,Narsimhapur,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dfe14e43-1f5c-4f8b-8035-014eeeb04a17,NEW_DISTRICT,1956,East Nimar,Nimar,East Nimar,UNKNOWN_REASON,false,false,false,true,false,false,false
e00bf8de-4ada-4035-bca5-7e4030ace0c7,SPLIT,1956,Damoh,Sagar,Damoh,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
e1b94570-8f69-48d3-b078-53ed9bb49591,SPLIT,1956,Srinagar,Jammu and Kashmir,Srinagar,UNKNOWN_REASON,false,false,false,true,false,false,false
ed63a7f4-931c-489d-bd97-e2d7f0e4cfad,NEW_DISTRICT,1956,Srinagar,Jammu and Kashmir,Srinagar,UNKNOWN_REASON,false,false,false,true,false,false,false
edf34e4b-056d-4ac3-902a-5205d38cfbb6,NEW_DISTRICT,1956,Baramulla,Jammu and Kashmir,Baramulla,UNKNOWN_REASON,false,false,false,true,false,false,false
f8eef427-11fd-4832-8ff9-5fb0ea2989c8,NEW_DISTRICT,1956,Anantnag,Jammu and Kashmir,Anantnag,UNKNOWN_REASON,false,false,false,true,false,false,false
216704d8-1894-4b66-af4d-bb54e0e00f6b,NEW_DISTRICT,1957,Cannanore,,Cannanore,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
32e67423-82e9-40a7-ad78-afca4c17cee4,SPLIT,1957,,Tuensang,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
36668468-464b-455f-bc85-63336bd2054c,SPLIT,1957,Mokokchung,Tuensang,Mokokchung,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
489461c1-715c-4dab-b350-dd8a1d2c6ea7,SPLIT,1957,,Kottayam,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
4d6e9ced-77ce-4e5a-8904-7621e4eaf7c6,NEW_DISTRICT,1957,Alleppey,,Alleppey,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
773a5862-9358-43bc-8033-5d60244e5665,NEW_DISTRICT,1957,Mokokchung,Tuensang,Mokokchung,MISSING_GEOMETRY,true,false,false,false,false,false,false
773c2ceb-c3f0-4fb4-a54f-cf0840b2f9bc,SPLIT,1957,Alleppey,Kottayam,Alleppey,MISSING_GEOMETRY,true,false,false,false,false,false,false
f7b174fc-205c-4699-8464-3838884f3446,SPLIT,1957,,Quilon,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
0c54624c-1cc8-4cb8-8306-edc8451a5426,NEW_DISTRICT,1958,Ernakulam,,Ernakulam,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2a3d4f4d-2792-49a6-9d12-26a1e6c373b2,SPLIT,1958,Ernakulam,Kottayam,Ernakulam,MISSING_GEOMETRY,true,false,false,false,false,false,false
74f1f04c-bcec-4618-ac36-d6f75443a661,SPLIT,1958,,Kottayam,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
98af9fdb-8aea-4d0d-995a-c85eab4f0f6a,SPLIT,1958,,Trichur,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2142d8ac-21b3-4c0b-bf62-a3f46f1dc203,SPLIT,1960,,Almora,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
363094ba-a37d-4507-b694-afb3c1bcde25,SPLIT,1960,,Mahasu,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
38f93825-bb57-4af7-9795-224ef051a024,SPLIT,1960,Pithoragarh,Almora,Pithoragarh,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
706c7dc1-3d47-4244-a4cc-0488f9a56010,SPLIT,1960,Kinnaur,Mahasu,Kinnaur,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
7650137b-57b7-43e6-818c-cea21ff9b2ef,SPLIT,1960,,Tehri Garhwal,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
95f8da4b-c44e-4e95-9837-dd506d44f844,SPLIT,1960,,Kangra,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
9dbd0974-d9eb-45b4-98b4-30d0c06e0af9,SPLIT,1960,Chamoli,Garhwal,Chamoli,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
a5ea9ea8-d3f3-4686-9144-396c794b7b7e,SPLIT,1960,Uttar Kashi,Tehri Garhwal,Uttar Kashi,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
a95e5ae4-7317-4519-9f48-c0f8c35da321,SPLIT,1960,,Kangra,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dbc3434f-84ed-48e2-99a2-113fe059db97,NEW_DISTRICT,1960,,Kangra,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
f167b196-afe7-41d7-be0b-0245542eced3,SPLIT,1960,,Garhwal,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
04ceb673-eba9-452a-8a7a-5905d00b86fc,RENAME,1961,Lohit,,Lohit,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2a2e7467-a515-449b-b502-6e852d45cfc1,SPLIT,1961,Diu,,Diu,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
31044f0e-507d-4424-9787-eb2d38148363,NEW_DISTRICT,1961,Dadra and Nagar Haveli,,Dadra and Nagar Haveli,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
3fa12b02-0cdb-47ce-972c-729e9a62d587,RENAME,1961,,Chanda,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
57ae5a75-a83f-460a-b9b5-bb3fe698d7d3,RENAME,1961,Chengalpattu,Chingleput,Chengalpattu,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
5cc510d3-75c5-43b6-a8b4-2e5e47d3f207,RENAME,1961,Vadodara,Narmada,Vadodara,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
6dd8b6e3-9f7a-4781-8ddb-ae7ff1334149,SPLIT,1961,Daman,,Daman,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
72761f66-37f6-4ab0-acdf-ff9d9bf4c272,RENAME,1961,,West Nimar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
890bb3b0-468d-4c56-b4fa-56bd34537064,RENAME,1961,,Kanyakumari,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8afa8772-df80-4f62-9355-db8a39585ace,RENAME,1961,,Kheda,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8f6d6303-2457-4fd3-8c9e-d11cd3e63055,RENAME,1961,Chittaurgarh,,Chittaurgarh,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
be9a6b5b-4b77-4f17-85dd-28b979b0de34,RENAME,1961,Kamle,,Kamle,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d88193a7-6cbd-4397-a2d5-9b3ce952526a,RENAME,1961,,Lushai Hills,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
da8903f9-fa3c-416e-b571-4bf3a28bf922,RENAME,1961,,,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dc611ecf-7175-4226-af71-6d583543f73a,RENAME,1961,,East Nimar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
dd52625f-6af8-4083-916f-3ce7af3524d5,RENAME,1961,Siang,,Siang,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
e8340ea6-4d15-4db2-a94f-29beec9455ea,NEW_DISTRICT,1961,Diu,,Diu,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
ea2fd172-11e1-4407-aac9-adf98b7af405,NEW_DISTRICT,1961,Daman,,Daman,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
f9fb136c-0ccc-432a-b1d5-40b5f4621369,RENAME,1961,Bharuch,Broach,Bharuch,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
fce2db16-a983-4792-8a9d-9ea0cbae39cc,RENAME,1961,Tirap,,Tirap,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
1fb3e2c9-713a-4bc2-b871-374f78e7b50d,NEW_DISTRICT,1964,Gandhinagar,,Gandhinagar,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
77931594-1fd7-4220-849b-6786614242f5,SPLIT,1964,Gandhinagar,Mahesana,Gandhinagar,UNKNOWN_REASON,false,false,false,true,false,false,false
ec57aef8-c51f-4ad1-8882-0d75f7b3ac9a,SPLIT,1964,,Mahesana,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d4083c81-446c-4364-96a1-8b668304d7e0,SPLIT,1965,,Salem,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
eeda5bbc-fba3-4343-b0ed-2c6e0cc99825,SPLIT,1965,Dharmapuri,Salem,Dharmapuri,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
0615b53c-a108-4335-a439-b3f7515a7614,NEW_DISTRICT,1966,Kulu,Kangra,Kulu,MISSING_GEOMETRY,true,false,false,false,false,false,false
45b8cc82-4365-4e3f-aded-6ca1655478b0,SPLIT,1966,Kulu,Kangra,Kulu,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
6e213d3a-f420-45fa-b314-443f1512d5d4,SPLIT,1966,Valsad,Surat,Valsad,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
9693a14f-f8b8-4ef9-92a0-97ce23cffb2a,SPLIT,1966,,Surat,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
a015a9c8-c519-415f-8fc3-6944fd77d429,SPLIT,1966,Chandigarh,Ambala,Chandigarh,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
c4b7e400-da02-42ef-87f6-d55c3a8125c9,SPLIT,1966,,Ambala,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d1d2c275-6c65-46c2-8baf-2a88222a3b8d,NEW_DISTRICT,1966,Valsad,Surat,Valsad,UNKNOWN_REASON,false,false,false,true,false,false,false
f0a29bfa-4a71-4c13-a159-afae6058cee3,SPLIT,1966,,Kangra,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
47264928-e1c1-4185-bf94-b77e44cca16c,SPLIT,1968,Punch,,Punch,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
89cd0dc8-4a08-4d8c-8485-05b0996046fa,SPLIT,1968,Rajauri,,Rajauri,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
e21b434e-3fdb-4452-b8fe-818493c5f000,NEW_DISTRICT,1968,Rajauri,,Rajauri,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2cf2cea3-f130-45fe-b50b-f5de5d110f4f,SPLIT,1969,,Palghat,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
371caae1-b09c-41b5-aca5-e3535100aa5a,NEW_DISTRICT,1969,Malappuram,,Malappuram,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8eb78015-f64e-44a5-ae37-d3b32fc46b96,SPLIT,1969,,Kozhikode,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
25eb8098-a769-4a80-86a9-d0061337dcf7,NEW_DISTRICT,1970,Ongole,Nellore,Ongole,UNKNOWN_REASON,false,false,false,true,false,false,false
8699f88d-ed7c-415c-bedd-e0f8e9c68d71,NEW_DISTRICT,1970,North Tripura,Tripura,North Tripura,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
b0eb3bad-efba-4e78-b141-31729cb1f64a,SPLIT,1970,,Nellore,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
b9dc2bc1-b59b-474f-baf1-9a5d973abe1f,NEW_DISTRICT,1970,South Tripura,Tripura,South Tripura,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
ee8bfbda-3841-49c2-a80b-4d5fd1c2b64f,SPLIT,1970,Ongole,Nellore,Ongole,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
151bed2e-2591-40a8-b249-561c7383bb93,RENAME,1971,,Nowgong,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
25456b56-638d-4918-b9ce-ac0e93a93140,RENAME,1971,,West Nimar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
275d45e7-eb9e-4874-b2a9-82ed33e28e1f,RENAME,1971,,Midnapore,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2d0129c1-f9b0-4129-9b73-e309c390f955,RENAME,1971,,Dhule,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
330f0887-cce2-44a0-b15c-70d048b4605e,RENAME,1971,,Poona,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
3ca7a802-7e23-478e-8866-73761b13a19e,RENAME,1971,,Burdwan,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
4090b884-3b5f-48c9-9cf7-78ac2aeeb9e0,RENAME,1971,,Balasore,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
455f04b6-cb6a-44aa-904a-d3af38158a53,RENAME,1971,,Ropar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
5431509e-8a46-48fc-8fa0-932184d4a267,RENAME,1971,Munger,Monghyar,Munger,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
5c56441d-425f-48f4-b1cc-8b89b5c0f897,RENAME,1971,,Cooch Behar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
64575562-aa21-404e-b673-08e1019bb364,RENAME,1971,,South Kanara,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
674deddd-5a60-4449-89b8-345f00cb90d9,RENAME,1971,,East Nimar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8c02499d-5fb8-4142-bee0-95d7df6396bf,RENAME,1971,,Ongole,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
8c6818bc-3cda-4459-adad-93ffa81ffcc2,RENAME,1971,,Howrah,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
96bd9a35-27e7-4bc2-9483-09f5e905ad7e,RENAME,1971,Phulbani,,Phulbani,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
a4bcd8a6-1b6c-45d9-9aaa-8031bef5c841,RENAME,1971,,,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
af690fb4-0a56-4b32-956d-a6cf1b2030ce,RENAME,1971,,Jullundur,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
b637b31d-e552-4b19-ae83-9c2444e509a5,RENAME,1971,,Mikir Hills,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
bf08daeb-e2a6-4df3-adf2-24a66a806306,RENAME,1971,,Hugli,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
ce1beb02-63af-4b0c-a81d-a8145c908957,RENAME,1971,,Raigarh,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d7f17335-0957-4efc-b812-1c43007be50f,RENAME,1971,,Bhir,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
02426a43-405f-4db0-b68f-ef5e75b9c7f9,SPLIT,1972,,Muzaffarpur,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
029b70dc-ef7e-45b7-8a28-f815036b0677,SPLIT,1972,,Rohtak,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2319f146-17d4-42e3-bfad-63f5a543f2db,SPLIT,1972,Madhubani,Darbhanga,Madhubani,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2748cdde-96cc-4bc1-a640-e9181d6f7f96,SPLIT,1972,Vaishali,Muzaffarpur,Vaishali,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
2d674216-0f41-448a-a8aa-81201bbc9b4d,SPLIT,1972,Nalanda,Patna,Nalanda,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
3214dd06-45da-45c5-ab96-efda82ff7b54,SPLIT,1972,Sitamarhi,Muzaffarpur,Sitamarhi,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
36de6dcd-efe5-44cc-ad05-4ac25a6f7eef,NEW_DISTRICT,1972,Aizawl,,Aizawl,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
36f6dcc5-9291-4d8a-9ece-17d2c1c30d4c,SPLIT,1972,Giridih,Hazaribagh,Giridih,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
3a2b98cb-e06c-4733-8b00-e6410f033a7c,SPLIT,1972,,Sehore,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
423f196f-f924-4751-b6fc-d24f4fcb3b95,SPLIT,1972,,Hisar,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
4e83cc20-0e51-4d7d-829c-c263a9298cf5,SPLIT,1972,,Kottayam,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
54a5545c-efbb-4492-84a1-4b9cb40e17af,NEW_DISTRICT,1972,Lunglei,,Lunglei,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
567925b2-39be-42c0-b2aa-e73f017255bd,SPLIT,1972,Lunglei,,Lunglei,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
5a26011d-c83e-4e00-af8e-05d805838566,NEW_DISTRICT,1972,Idukki,,Idukki,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
658ed1fb-99c6-4600-af0e-bc9999d0b202,SPLIT,1972,,Bathinda,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
65c4280f-8f1b-47a5-af5d-c03ae6172849,SPLIT,1972,Chhimtuipui,,Chhimtuipui,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
667c0ff4-e3c8-4dec-b370-dfadb58f2f31,SPLIT,1972,Una,Kangra,Una,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
679cf4a9-f7c1-458a-9651-7d320d20ea0d,NEW_DISTRICT,1972,Chhimtuipui,,Chhimtuipui,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
75e13506-fe7f-4737-9b85-668699bf4bb8,SPLIT,1972,,Simla,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
7727e6c2-42d7-4796-a780-9bf0567a79ca,NEW_DISTRICT,1972,Hamirpur,Kangra,Hamirpur,UNKNOWN_REASON,false,false,false,true,false,false,false
81b56032-3c37-4bca-9266-f6a17b5d2289,SPLIT,1972,,Darbhanga,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
ac97c6ac-2547-43d7-8253-3a424ebff2cf,SPLIT,1972,Sonipat,Rohtak,Sonipat,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
b6c0ca4f-8ecc-4666-a61c-85539eab5b27,SPLIT,1972,,Kangra,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
bd9f4a92-18da-4163-8e25-397a5ef07292,SPLIT,1972,Aizawl,,Aizawl,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
caee3e28-8614-4d11-8812-65c5dd9d1372,SPLIT,1972,Bhiwani,Hisar,Bhiwani,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d0be964c-9184-475b-b398-b0b7dc190a48,SPLIT,1972,Bhopal,Sehore,Bhopal,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d1980451-2581-415a-89a2-5a38e68cd050,SPLIT,1972,,Patna,,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
d9fd71c0-359f-4918-993c-6e071d0aa0bd,SPLIT,1972,Samastipur,Darbhanga,Samastipur,MISSING_RELATIONSHIP,true,true,true,false,false,false,false
